,1,2
213,135.5,179.5
214,135.5,179.5
215,135.5,179.0
216,135.5,179.0
217,135.5,178.5
218,135.5,178.0
219,135.5,176.5
220,135.5,175.0
221,135.5,172.0
222,135.5,168.5
223,135.5,167.0
224,135.5,165.5
225,135.5,164.5
226,135.5,162.5
227,135.5,155.0
228,135.5,147.5
229,135.5,146.0
230,135.5,144.5
231,135.5,143.5
232,135.5,143.0
233,135.5,143.0
234,135.5,143.0
235,135.5,143.0
236,135.5,143.0
237,135.5,143.0
238,135.5,143.0
239,135.5,143.0
240,135.5,143.0
241,135.5,143.0
242,135.5,143.0
243,135.5,143.0
244,135.5,143.5
245,135.5,144.0
246,135.5,144.0
247,135.5,144.5
248,135.5,144.5
249,135.5,144.5
250,135.5,145.0
251,135.5,145.0
252,135.5,145.5
253,135.5,146.0
254,135.5,146.0
255,135.5,146.0
256,135.5,146.0
257,135.5,146.5
258,135.5,147.0
259,135.5,147.5
260,135.5,148.0
261,135.5,148.5
262,135.5,149.5
263,135.5,150.5
264,135.5,151.0
265,135.5,151.5
266,135.5,152.0
267,135.5,152.5
268,135.5,152.5
269,135.5,152.5
270,135.5,152.5
271,135.5,153.0
272,135.5,153.5
273,135.5,153.5
274,135.5,153.5
275,135.5,153.5
276,135.5,153.5
277,135.5,153.5
278,135.5,153.5
279,135.5,153.5
280,135.5,153.5
281,135.5,153.5
282,136.0,153.5
283,136.0,153.5
284,136.0,153.5
285,136.0,153.5
286,136.0,153.5
287,136.0,153.5
288,136.5,153.0
289,136.5,152.5
290,136.5,152.0
291,136.5,151.0
292,137.0,150.0
293,137.0,148.5
294,137.5,147.5
295,137.5,145.0
296,137.5,135.5
297,138.0,128.0
298,138.5,127.5
299,139.0,127.0
300,140.0,127.0
301,140.5,127.0
302,141.5,127.0
303,142.5,127.0
304,143.0,127.0
305,144.5,127.0
306,145.5,127.0
307,146.5,127.0
308,148.0,127.0
309,150.0,127.0
310,151.5,127.0
311,152.5,127.0
312,153.5,127.0
313,154.5,127.0
314,155.0,127.5
315,156.0,128.0
316,157.0,128.5
317,157.5,128.5
318,158.0,129.0
319,158.5,129.0
320,159.0,129.0
321,159.5,129.5
322,160.0,129.5
323,160.0,130.0
324,160.0,130.5
325,160.0,130.5
326,160.0,131.0
327,160.0,131.5
328,160.0,132.0
329,160.0,132.5
330,160.0,132.5
331,160.0,133.0
332,160.0,134.0
333,160.0,134.5
334,160.0,135.5
335,160.0,136.0
336,160.0,136.5
337,160.0,136.5
338,160.0,136.5
339,160.0,136.5
340,160.0,137.0
341,160.0,137.5
342,160.5,137.5
343,160.5,137.0
344,160.5,136.5
345,160.5,136.5
346,160.5,135.5
347,160.5,134.5
348,160.5,134.0
349,160.5,133.5
