,1,2
209,112.5,161.0
210,112.5,160.5
211,112.5,160.0
212,112.5,159.5
213,112.5,159.0
214,112.5,158.5
215,112.5,158.0
216,112.5,157.0
217,112.5,156.0
218,112.5,155.5
219,112.5,155.0
220,112.5,154.5
221,112.5,154.0
222,112.5,154.0
223,112.5,153.5
224,112.5,152.5
225,112.5,152.0
226,113.0,151.5
227,113.0,151.0
228,113.5,150.5
229,113.5,150.5
230,114.0,150.0
231,114.0,149.5
232,114.0,149.0
233,114.5,148.0
234,114.5,148.0
235,114.5,147.5
236,115.0,147.5
237,115.5,147.0
238,115.5,146.5
239,115.5,146.0
240,116.0,145.5
241,116.5,145.0
242,117.0,145.0
243,117.5,145.0
244,118.0,144.0
245,118.0,143.5
246,118.0,143.0
247,118.5,143.0
248,118.5,142.5
249,119.0,142.0
250,119.0,142.0
251,119.5,141.5
252,119.5,141.0
253,120.0,140.5
254,120.0,140.0
255,120.5,139.5
256,120.5,139.0
257,120.5,139.0
258,121.0,138.5
259,121.0,138.0
260,121.5,137.5
261,121.5,137.0
262,122.0,137.0
263,122.0,136.5
264,122.0,136.5
265,122.0,135.5
266,122.0,135.0
267,122.0,134.5
268,122.0,134.5
269,122.5,134.0
270,122.5,133.5
271,122.5,133.0
272,123.0,133.0
273,123.0,132.5
274,123.0,132.5
275,123.5,132.0
276,123.5,131.5
277,124.0,131.0
278,124.0,130.5
279,124.5,130.0
280,124.5,129.5
281,125.0,129.5
282,125.5,129.5
283,126.0,129.0
284,126.0,129.0
285,126.5,128.5
286,126.5,128.5
287,127.0,128.0
288,127.0,128.0
289,127.5,127.5
290,128.0,127.5
291,128.0,127.0
292,128.5,127.0
293,128.5,126.5
294,129.0,126.5
295,129.0,126.0
296,129.5,126.0
297,130.0,126.0
298,130.5,125.5
299,130.5,125.5
300,130.5,125.0
301,130.5,125.0
302,131.0,124.5
303,131.5,124.5
304,132.5,124.5
305,133.0,124.0
306,133.0,124.0
307,133.5,124.0
308,134.0,124.0
309,134.0,124.0
310,134.5,124.0
311,134.5,123.5
312,135.0,123.0
313,136.0,123.0
314,136.0,122.5
315,136.0,122.5
316,136.5,122.5
317,136.5,122.5
318,137.0,122.5
319,137.0,122.5
320,137.5,122.5
321,138.0,122.5
322,138.5,122.5
323,139.0,122.0
324,139.5,122.0
325,139.5,122.0
326,140.0,122.0
327,140.5,122.0
328,141.0,121.5
329,142.0,121.5
330,142.5,121.5
331,143.5,121.5
332,144.5,121.5
333,145.0,121.5
334,145.5,121.5
335,146.0,121.5
336,146.5,121.5
337,147.5,121.5
338,148.5,121.5
339,149.5,121.5
340,150.0,121.5
341,150.5,121.5
342,151.0,121.5
343,151.5,121.5
344,152.0,121.5
345,153.0,121.5
346,154.0,121.5
347,155.0,121.5
348,155.5,121.5
349,156.0,121.5
